product_name,product_type,brand,notable_effects,skintype,price,description,labels,Sensitive,Combination,Oily,Dry,Normal
VLCC Skin Whitening Gel Cream #1614,Face Wash,Mamaearth,"Brightening, Anti-Aging, Soothing",Normal,Rs 603,"This cleanser helps with Brightening, Nourishing and suits Oily skin.",24,1,0,0,0,0
Patanjali Neem Face Wash #1615,Gel,Patanjali,"Acne-Free, Refreshing, Nourishing",Dry,Rs 873,"This cream helps with Acne-Free, Hydrating and suits Sensitive skin.",18,1,1,0,1,1
Lakme Radiance Cream #1616,Cleanser,Mamaearth,"Refreshing, Soothing, Hydrating",Sensitive,Rs 729,"This face wash helps with Deep Clean, Pore-Care and suits Sensitive skin.",13,1,0,1,0,0
Mamaearth Skin Brightening Face Wash #1617,Face Wash,Forest Essentials,"Glow, Acne-Free, Anti-Aging",Normal,Rs 958,"This cleanser helps with Pore-Care, Nourishing and suits Sensitive skin.",22,0,1,0,0,0
VLCC Advanced Fairness Face Wash #1618,Face Wash,Nykaa,"Acne-Free, Brightening, Refreshing",Normal,Rs 321,"This cleanser helps with Deep Clean, Hydrating and suits Dry skin.",14,1,0,1,1,1
Patanjali Advanced Fairness Face Wash #1619,Cream,Mamaearth,"Glow, Brightening, Deep Clean",Sensitive,Rs 951,"This mask helps with Glow, Hydrating and suits Oily skin.",10,0,1,0,1,1
Biotique Advanced Fairness Face Wash #1620,Cream,Biotique,"Deep Clean, Brightening, Hydrating",Combination,Rs 909,"This face wash helps with Brightening, Soothing and suits Oily skin.",20,0,1,0,1,0
Lakme Blush & Glow Face Wash #1621,Gel,VLCC,"Glow, Nourishing, Acne-Free",Combination,Rs 468,"This cream helps with Brightening, Glow and suits Normal skin.",12,1,0,0,1,0
VLCC Radiance Cream #1622,Cream,Mamaearth,"Nourishing, Pore-Care, Brightening",Dry,Rs 846,"This cleanser helps with Nourishing, Refreshing and suits Sensitive skin.",23,1,1,1,1,0
Lotus Herbals Skin Brightening Face Wash #1623,Cream,Forest Essentials,"Soothing, Acne-Free, Hydrating",Normal,Rs 517,"This face wash helps with Hydrating, Refreshing and suits Normal skin.",24,0,1,1,0,1
Lotus Herbals Advanced Fairness Face Wash #1624,Cream,Nykaa,"Hydrating, Brightening, Refreshing",Normal,Rs 784,"This cream helps with Deep Clean, Anti-Aging and suits Oily skin.",24,0,1,0,0,1
Khadi Natural Potion Face Wash #1625,Cleanser,Lotus Herbals,"Deep Clean, Soothing, Glow",Oily,Rs 449,"This cream helps with Soothing, Pore-Care and suits Dry skin.",17,1,1,1,1,0
VLCC Skin Whitening Gel Cream #1626,Cleanser,Nykaa,"Nourishing, Anti-Aging, Brightening",Dry,Rs 875,"This mask helps with Hydrating, Deep Clean and suits Dry skin.",19,0,0,1,1,0
Forest Essentials Radiance Cream #1627,Cream,VLCC,"Acne-Free, Brightening, Soothing",Oily,Rs 455,"This face wash helps with Refreshing, Acne-Free and suits Combination skin.",23,0,0,0,0,0
Lotus Herbals Vitamin C Face Wash #1628,Cleanser,Lakme,"Soothing, Anti-Aging, Brightening",Sensitive,Rs 559,"This mask helps with Hydrating, Soothing and suits Sensitive skin.",20,0,0,1,1,1
Khadi Natural Skin Brightening Face Wash #1629,Cream,Patanjali,"Nourishing, Glow, Refreshing",Combination,Rs 921,"This mask helps with Refreshing, Deep Clean and suits Combination skin.",10,0,0,1,0,1
Khadi Natural Skin Brightening Face Wash #1630,Cream,Himalaya,"Refreshing, Pore-Care, Brightening",Normal,Rs 319,"This cream helps with Anti-Aging, Glow and suits Normal skin.",20,1,0,1,1,1
Lotus Herbals Potion Face Wash #1631,Gel,Lakme,"Hydrating, Glow, Refreshing",Normal,Rs 141,"This cleanser helps with Hydrating, Refreshing and suits Combination skin.",22,0,1,1,1,1
Mamaearth Blush & Glow Face Wash #1632,Cleanser,Mamaearth,"Anti-Aging, Pore-Care, Glow",Oily,Rs 438,"This gel helps with Glow, Pore-Care and suits Normal skin.",18,0,0,1,0,0
Forest Essentials Aloe Vera Gel #1633,Cleanser,Himalaya,"Soothing, Acne-Free, Brightening",Normal,Rs 603,"This cleanser helps with Anti-Aging, Nourishing and suits Sensitive skin.",14,0,0,0,0,1
Lotus Herbals Potion Face Wash #1634,Cleanser,VLCC,"Brightening, Pore-Care, Acne-Free",Oily,Rs 578,"This cleanser helps with Brightening, Hydrating and suits Oily skin.",18,0,0,0,0,0
Patanjali Skin Brightening Face Wash #1635,Cream,Patanjali,"Glow, Pore-Care, Nourishing",Sensitive,Rs 900,"This cream helps with Deep Clean, Anti-Aging and suits Combination skin.",21,1,0,1,0,1
Mamaearth Vitamin C Face Wash #1636,Cleanser,Mamaearth,"Hydrating, Brightening, Refreshing",Combination,Rs 632,"This mask helps with Nourishing, Anti-Aging and suits Normal skin.",18,1,1,0,0,1
Patanjali Herbal Face Wash #1637,Gel,Lotus Herbals,"Brightening, Glow, Nourishing",Sensitive,Rs 662,"This mask helps with Hydrating, Nourishing and suits Oily skin.",10,1,0,1,1,1
Himalaya Skin Whitening Gel Cream #1638,Gel,Lotus Herbals,"Pore-Care, Soothing, Acne-Free",Sensitive,Rs 743,"This cleanser helps with Anti-Aging, Glow and suits Oily skin.",11,1,0,1,1,0
Lotus Herbals Blush & Glow Face Wash #1639,Mask,Khadi Natural,"Anti-Aging, Soothing, Refreshing",Sensitive,Rs 212,"This mask helps with Nourishing, Hydrating and suits Combination skin.",11,0,1,1,0,1
Lotus Herbals Neem Face Wash #1640,Mask,Mamaearth,"Glow, Refreshing, Deep Clean",Combination,Rs 630,"This cream helps with Anti-Aging, Soothing and suits Oily skin.",17,1,0,0,0,0
Lakme Skin Whitening Gel Cream #1641,Cream,Lotus Herbals,"Glow, Soothing, Pore-Care",Oily,Rs 988,"This cream helps with Pore-Care, Deep Clean and suits Sensitive skin.",18,0,1,0,0,0
Biotique Skin Whitening Gel Cream #1642,Mask,Patanjali,"Soothing, Nourishing, Refreshing",Dry,Rs 324,"This cream helps with Anti-Aging, Soothing and suits Sensitive skin.",13,1,0,0,0,1
Lakme Vitamin C Face Wash #1643,Mask,VLCC,"Deep Clean, Brightening, Soothing",Normal,Rs 756,"This cleanser helps with Soothing, Glow and suits Combination skin.",17,1,1,1,1,0
Himalaya Herbal Face Wash #1644,Cream,Himalaya,"Glow, Refreshing, Hydrating",Sensitive,Rs 393,"This cream helps with Glow, Acne-Free and suits Sensitive skin.",22,1,1,1,0,0
VLCC Blush & Glow Face Wash #1645,Face Wash,Himalaya,"Deep Clean, Soothing, Brightening",Oily,Rs 825,"This gel helps with Acne-Free, Refreshing and suits Dry skin.",23,1,1,0,1,0
Patanjali Aloe Vera Gel #1646,Face Wash,Mamaearth,"Soothing, Anti-Aging, Nourishing",Oily,Rs 303,"This cream helps with Acne-Free, Refreshing and suits Normal skin.",14,0,1,1,1,0
Nykaa Blush & Glow Face Wash #1647,Mask,Forest Essentials,"Deep Clean, Soothing, Pore-Care",Oily,Rs 326,"This gel helps with Refreshing, Pore-Care and suits Normal skin.",19,0,0,1,0,1
Lotus Herbals Herbal Face Wash #1648,Mask,VLCC,"Soothing, Nourishing, Hydrating",Combination,Rs 815,"This face wash helps with Soothing, Hydrating and suits Sensitive skin.",21,0,0,1,0,0
Lakme Neem Face Wash #1649,Cream,Himalaya,"Refreshing, Anti-Aging, Soothing",Combination,Rs 499,"This mask helps with Pore-Care, Nourishing and suits Dry skin.",22,0,0,1,0,0
Nykaa Aloe Vera Gel #1650,Face Wash,Himalaya,"Acne-Free, Refreshing, Hydrating",Dry,Rs 991,"This face wash helps with Refreshing, Soothing and suits Oily skin.",22,0,0,0,1,1
Patanjali Potion Face Wash #1651,Face Wash,Himalaya,"Hydrating, Brightening, Deep Clean",Dry,Rs 190,"This cleanser helps with Pore-Care, Deep Clean and suits Sensitive skin.",22,0,1,1,1,0
Khadi Natural Herbal Face Wash #1652,Cream,Lakme,"Glow, Anti-Aging, Hydrating",Normal,Rs 358,"This cream helps with Hydrating, Soothing and suits Combination skin.",22,0,0,0,0,0
Lotus Herbals Neem Face Wash #1653,Mask,Patanjali,"Acne-Free, Refreshing, Pore-Care",Sensitive,Rs 786,"This face wash helps with Brightening, Nourishing and suits Oily skin.",17,1,0,1,0,0
Forest Essentials Blush & Glow Face Wash #1654,Gel,VLCC,"Nourishing, Refreshing, Pore-Care",Sensitive,Rs 207,"This face wash helps with Refreshing, Deep Clean and suits Dry skin.",10,0,1,0,0,1
Lakme Radiance Cream #1655,Face Wash,Biotique,"Nourishing, Soothing, Hydrating",Combination,Rs 1000,"This cleanser helps with Anti-Aging, Soothing and suits Combination skin.",16,1,1,0,0,1
Khadi Natural Potion Face Wash #1656,Face Wash,Khadi Natural,"Refreshing, Brightening, Deep Clean",Normal,Rs 404,"This mask helps with Nourishing, Glow and suits Normal skin.",14,1,0,0,0,1
Lakme Skin Brightening Face Wash #1657,Mask,Nykaa,"Anti-Aging, Acne-Free, Refreshing",Sensitive,Rs 730,"This face wash helps with Deep Clean, Brightening and suits Sensitive skin.",23,1,1,1,1,0
Himalaya Herbal Face Wash #1658,Mask,Mamaearth,"Soothing, Nourishing, Pore-Care",Dry,Rs 927,"This face wash helps with Glow, Refreshing and suits Oily skin.",13,1,0,0,0,0
Nykaa Skin Whitening Gel Cream #1659,Mask,Lotus Herbals,"Deep Clean, Pore-Care, Hydrating",Oily,Rs 590,"This cream helps with Pore-Care, Deep Clean and suits Sensitive skin.",24,0,0,0,1,1
Khadi Natural Neem Face Wash #1660,Cream,Lakme,"Pore-Care, Anti-Aging, Refreshing",Sensitive,Rs 999,"This face wash helps with Refreshing, Glow and suits Normal skin.",24,0,0,1,0,0
Lotus Herbals Skin Brightening Face Wash #1661,Gel,Mamaearth,"Hydrating, Deep Clean, Pore-Care",Oily,Rs 505,"This mask helps with Pore-Care, Glow and suits Oily skin.",10,1,1,0,1,0
Lotus Herbals Potion Face Wash #1662,Cream,Patanjali,"Refreshing, Nourishing, Pore-Care",Oily,Rs 390,"This gel helps with Deep Clean, Glow and suits Sensitive skin.",12,1,0,1,1,1
Mamaearth Blush & Glow Face Wash #1663,Cream,Himalaya,"Glow, Nourishing, Hydrating",Oily,Rs 793,"This mask helps with Anti-Aging, Deep Clean and suits Normal skin.",24,1,1,0,0,1
Forest Essentials Herbal Face Wash #1664,Gel,Mamaearth,"Brightening, Glow, Anti-Aging",Sensitive,Rs 413,"This mask helps with Pore-Care, Acne-Free and suits Normal skin.",24,1,1,0,1,0
Himalaya Advanced Fairness Face Wash #1665,Gel,Khadi Natural,"Deep Clean, Nourishing, Glow",Oily,Rs 886,"This cream helps with Anti-Aging, Pore-Care and suits Normal skin.",21,1,0,0,1,0
Nykaa Advanced Fairness Face Wash #1666,Gel,Lakme,"Brightening, Deep Clean, Acne-Free",Sensitive,Rs 153,"This gel helps with Deep Clean, Brightening and suits Normal skin.",10,0,0,1,1,0
VLCC Skin Brightening Face Wash #1667,Face Wash,Lakme,"Glow, Hydrating, Pore-Care",Oily,Rs 353,"This face wash helps with Brightening, Acne-Free and suits Oily skin.",24,0,0,1,0,1
Lakme Skin Whitening Gel Cream #1668,Face Wash,Himalaya,"Brightening, Refreshing, Nourishing",Combination,Rs 318,"This gel helps with Pore-Care, Soothing and suits Normal skin.",17,0,1,0,0,0
Nykaa Potion Face Wash #1669,Cleanser,Lotus Herbals,"Soothing, Nourishing, Hydrating",Normal,Rs 830,"This gel helps with Soothing, Anti-Aging and suits Combination skin.",20,0,1,0,0,1
Nykaa Skin Whitening Gel Cream #1670,Cream,VLCC,"Pore-Care, Acne-Free, Deep Clean",Combination,Rs 471,"This gel helps with Anti-Aging, Acne-Free and suits Oily skin.",11,0,0,0,0,1
Biotique Skin Brightening Face Wash #1671,Cream,VLCC,"Acne-Free, Anti-Aging, Pore-Care",Sensitive,Rs 375,"This gel helps with Soothing, Anti-Aging and suits Sensitive skin.",16,0,1,0,0,1
Khadi Natural Advanced Fairness Face Wash #1672,Gel,Mamaearth,"Glow, Hydrating, Refreshing",Normal,Rs 435,"This cream helps with Glow, Anti-Aging and suits Combination skin.",11,1,1,1,1,0
Biotique Skin Whitening Gel Cream #1673,Mask,Khadi Natural,"Pore-Care, Brightening, Acne-Free",Sensitive,Rs 840,"This gel helps with Soothing, Brightening and suits Sensitive skin.",24,1,1,0,1,0
Forest Essentials Skin Brightening Face Wash #1674,Face Wash,Mamaearth,"Soothing, Anti-Aging, Pore-Care",Normal,Rs 337,"This cleanser helps with Refreshing, Deep Clean and suits Dry skin.",24,1,0,0,0,1
Nykaa Herbal Face Wash #1675,Cleanser,Lakme,"Refreshing, Hydrating, Nourishing",Normal,Rs 714,"This face wash helps with Pore-Care, Anti-Aging and suits Dry skin.",19,0,0,0,1,0
Mamaearth Potion Face Wash #1676,Cream,Lotus Herbals,"Anti-Aging, Deep Clean, Soothing",Oily,Rs 603,"This face wash helps with Pore-Care, Nourishing and suits Sensitive skin.",21,1,0,1,0,0
Himalaya Aloe Vera Gel #1677,Mask,Forest Essentials,"Glow, Acne-Free, Soothing",Combination,Rs 362,"This cleanser helps with Anti-Aging, Soothing and suits Normal skin.",17,1,1,1,1,0
VLCC Potion Face Wash #1678,Mask,Khadi Natural,"Hydrating, Soothing, Anti-Aging",Oily,Rs 517,"This cream helps with Brightening, Glow and suits Oily skin.",11,0,0,1,0,0
Himalaya Radiance Cream #1679,Face Wash,Lakme,"Glow, Anti-Aging, Brightening",Oily,Rs 426,"This cream helps with Nourishing, Hydrating and suits Dry skin.",20,0,1,0,1,1
Lotus Herbals Skin Whitening Gel Cream #1680,Cream,Mamaearth,"Acne-Free, Hydrating, Refreshing",Normal,Rs 814,"This face wash helps with Brightening, Nourishing and suits Combination skin.",10,0,1,0,0,0
Patanjali Herbal Face Wash #1681,Cleanser,Biotique,"Refreshing, Anti-Aging, Pore-Care",Normal,Rs 766,"This gel helps with Nourishing, Deep Clean and suits Oily skin.",23,0,1,1,1,0
Himalaya Potion Face Wash #1682,Cream,Himalaya,"Soothing, Refreshing, Anti-Aging",Combination,Rs 618,"This face wash helps with Soothing, Refreshing and suits Oily skin.",10,1,1,1,1,0
Nykaa Skin Brightening Face Wash #1683,Face Wash,Mamaearth,"Glow, Nourishing, Pore-Care",Dry,Rs 267,"This cleanser helps with Pore-Care, Nourishing and suits Oily skin.",18,0,1,1,1,0
Nykaa Herbal Face Wash #1684,Cream,Patanjali,"Pore-Care, Anti-Aging, Hydrating",Normal,Rs 426,"This gel helps with Pore-Care, Brightening and suits Normal skin.",12,1,0,1,1,0
Biotique Blush & Glow Face Wash #1685,Mask,Lotus Herbals,"Anti-Aging, Nourishing, Deep Clean",Sensitive,Rs 263,"This gel helps with Soothing, Brightening and suits Oily skin.",13,1,0,0,1,1
Patanjali Skin Whitening Gel Cream #1686,Gel,Lotus Herbals,"Hydrating, Glow, Brightening",Dry,Rs 311,"This cleanser helps with Anti-Aging, Acne-Free and suits Sensitive skin.",16,0,0,1,0,1
Nykaa Potion Face Wash #1687,Cream,Forest Essentials,"Anti-Aging, Refreshing, Deep Clean",Dry,Rs 752,"This cream helps with Hydrating, Pore-Care and suits Combination skin.",24,0,0,0,0,0
Lotus Herbals Neem Face Wash #1688,Gel,Mamaearth,"Refreshing, Glow, Brightening",Sensitive,Rs 424,"This cleanser helps with Glow, Soothing and suits Combination skin.",19,0,1,0,1,0
Patanjali Advanced Fairness Face Wash #1689,Cream,Biotique,"Pore-Care, Glow, Brightening",Normal,Rs 327,"This gel helps with Acne-Free, Hydrating and suits Dry skin.",16,0,0,1,1,1
Himalaya Potion Face Wash #1690,Gel,Lotus Herbals,"Pore-Care, Refreshing, Hydrating",Sensitive,Rs 714,"This gel helps with Deep Clean, Refreshing and suits Combination skin.",15,0,0,0,0,0
Lakme Skin Whitening Gel Cream #1691,Cream,Patanjali,"Pore-Care, Hydrating, Glow",Sensitive,Rs 677,"This gel helps with Brightening, Nourishing and suits Dry skin.",14,0,1,0,0,0
Mamaearth Blush & Glow Face Wash #1692,Mask,VLCC,"Pore-Care, Hydrating, Glow",Sensitive,Rs 580,"This cleanser helps with Refreshing, Hydrating and suits Combination skin.",18,1,0,1,0,1
Himalaya Potion Face Wash #1693,Face Wash,Khadi Natural,"Brightening, Hydrating, Soothing",Normal,Rs 698,"This cleanser helps with Anti-Aging, Soothing and suits Sensitive skin.",18,0,1,0,1,0
Forest Essentials Neem Face Wash #1694,Face Wash,Biotique,"Anti-Aging, Nourishing, Glow",Normal,Rs 208,"This face wash helps with Brightening, Deep Clean and suits Oily skin.",12,1,1,1,1,1
Khadi Natural Potion Face Wash #1695,Face Wash,Himalaya,"Glow, Nourishing, Deep Clean",Normal,Rs 154,"This mask helps with Brightening, Deep Clean and suits Combination skin.",22,1,0,1,0,1
Patanjali Blush & Glow Face Wash #1696,Mask,Nykaa,"Nourishing, Anti-Aging, Soothing",Oily,Rs 509,"This cleanser helps with Anti-Aging, Glow and suits Oily skin.",11,0,0,1,0,0
VLCC Blush & Glow Face Wash #1697,Face Wash,Biotique,"Refreshing, Pore-Care, Brightening",Combination,Rs 537,"This cream helps with Hydrating, Brightening and suits Normal skin.",23,0,1,0,0,1
Biotique Neem Face Wash #1698,Face Wash,Lakme,"Pore-Care, Hydrating, Anti-Aging",Normal,Rs 335,"This cleanser helps with Glow, Deep Clean and suits Normal skin.",12,0,1,1,0,0
Patanjali Radiance Cream #1699,Gel,Mamaearth,"Refreshing, Hydrating, Glow",Dry,Rs 924,"This cleanser helps with Glow, Pore-Care and suits Normal skin.",20,0,0,0,0,1
Khadi Natural Herbal Face Wash #1700,Cream,Khadi Natural,"Nourishing, Hydrating, Anti-Aging",Normal,Rs 944,"This mask helps with Brightening, Hydrating and suits Dry skin.",10,1,1,1,0,0
VLCC Vitamin C Face Wash #1701,Cleanser,Nykaa,"Refreshing, Nourishing, Deep Clean",Sensitive,Rs 178,"This mask helps with Hydrating, Anti-Aging and suits Normal skin.",12,1,0,1,0,1
Biotique Skin Whitening Gel Cream #1702,Gel,Forest Essentials,"Deep Clean, Refreshing, Nourishing",Oily,Rs 313,"This cleanser helps with Deep Clean, Anti-Aging and suits Oily skin.",19,1,1,0,1,1
Himalaya Vitamin C Face Wash #1703,Gel,Mamaearth,"Deep Clean, Pore-Care, Glow",Normal,Rs 749,"This cleanser helps with Anti-Aging, Nourishing and suits Dry skin.",17,0,0,1,1,1
Lakme Herbal Face Wash #1704,Cream,Lotus Herbals,"Acne-Free, Pore-Care, Glow",Normal,Rs 171,"This cream helps with Deep Clean, Nourishing and suits Oily skin.",20,0,0,0,0,0
VLCC Neem Face Wash #1705,Face Wash,Khadi Natural,"Brightening, Deep Clean, Refreshing",Combination,Rs 981,"This mask helps with Refreshing, Anti-Aging and suits Combination skin.",24,0,0,1,0,1
Khadi Natural Radiance Cream #1706,Gel,Khadi Natural,"Nourishing, Deep Clean, Soothing",Oily,Rs 224,"This cream helps with Pore-Care, Nourishing and suits Dry skin.",17,1,0,1,1,0
Forest Essentials Radiance Cream #1707,Cream,Forest Essentials,"Hydrating, Anti-Aging, Soothing",Dry,Rs 301,"This face wash helps with Hydrating, Glow and suits Oily skin.",15,0,1,0,0,1
Mamaearth Aloe Vera Gel #1708,Cleanser,Himalaya,"Soothing, Hydrating, Pore-Care",Normal,Rs 384,"This gel helps with Soothing, Acne-Free and suits Sensitive skin.",19,0,1,0,1,0
Nykaa Radiance Cream #1709,Mask,Mamaearth,"Hydrating, Nourishing, Anti-Aging",Sensitive,Rs 333,"This cream helps with Glow, Soothing and suits Combination skin.",10,0,0,1,1,1
Lakme Herbal Face Wash #1710,Cream,Lakme,"Hydrating, Pore-Care, Soothing",Normal,Rs 452,"This gel helps with Acne-Free, Glow and suits Combination skin.",22,0,0,0,0,0
Biotique Potion Face Wash #1711,Face Wash,Forest Essentials,"Nourishing, Soothing, Anti-Aging",Sensitive,Rs 514,"This face wash helps with Deep Clean, Brightening and suits Dry skin.",22,0,0,0,0,0
VLCC Radiance Cream #1712,Face Wash,VLCC,"Brightening, Refreshing, Soothing",Sensitive,Rs 176,"This cream helps with Soothing, Glow and suits Sensitive skin.",14,1,1,0,1,1
Khadi Natural Skin Whitening Gel Cream #1713,Gel,Himalaya,"Pore-Care, Anti-Aging, Brightening",Sensitive,Rs 571,"This gel helps with Hydrating, Brightening and suits Oily skin.",18,0,0,1,1,1
Mamaearth Aloe Vera Gel #1714,Gel,Himalaya,"Nourishing, Anti-Aging, Glow",Normal,Rs 106,"This cream helps with Glow, Nourishing and suits Sensitive skin.",17,0,0,0,1,1
Mamaearth Vitamin C Face Wash #1715,Cream,Mamaearth,"Refreshing, Anti-Aging, Glow",Dry,Rs 793,"This cream helps with Soothing, Brightening and suits Sensitive skin.",19,1,0,1,0,1
VLCC Neem Face Wash #1716,Cream,VLCC,"Brightening, Deep Clean, Nourishing",Combination,Rs 809,"This cleanser helps with Deep Clean, Anti-Aging and suits Combination skin.",13,0,0,0,1,0
Himalaya Radiance Cream #1717,Face Wash,Himalaya,"Pore-Care, Anti-Aging, Refreshing",Normal,Rs 801,"This mask helps with Brightening, Deep Clean and suits Dry skin.",24,0,0,0,1,0
Biotique Herbal Face Wash #1718,Mask,VLCC,"Soothing, Deep Clean, Refreshing",Combination,Rs 650,"This face wash helps with Hydrating, Pore-Care and suits Normal skin.",15,0,1,0,1,1
Patanjali Neem Face Wash #1719,Face Wash,Forest Essentials,"Pore-Care, Anti-Aging, Acne-Free",Sensitive,Rs 190,"This face wash helps with Hydrating, Brightening and suits Sensitive skin.",15,0,0,1,1,1
Patanjali Potion Face Wash #1720,Gel,Lakme,"Refreshing, Brightening, Glow",Oily,Rs 549,"This gel helps with Refreshing, Pore-Care and suits Sensitive skin.",11,1,1,0,0,1
Lakme Vitamin C Face Wash #1721,Mask,Biotique,"Glow, Nourishing, Anti-Aging",Combination,Rs 146,"This gel helps with Hydrating, Deep Clean and suits Oily skin.",16,1,1,0,1,1
Lakme Blush & Glow Face Wash #1722,Mask,Biotique,"Brightening, Nourishing, Soothing",Dry,Rs 510,"This gel helps with Deep Clean, Nourishing and suits Combination skin.",13,0,0,0,1,0
